AccountAge,MonthlyCharges,TotalCharges,SubscriptionType,PaymentMethod,PaperlessBilling,UserRating,Reviews,Churn,Review_Sentiment,Rating_Sentiment,Final_Sentiment_Score,Topic_Cluster
20,58.29315813885993,2944.327532911705,Standard,Credit Card,0,2,Best streaming service ever!,1,1.0,-1,0.3999999999999999,Content Quality
28,93.163758319669,534.9602311280655,Premium,Bank Transfer,1,2,Frequent buffering issues.,1,0.1,-1,-0.2299999999999999,Pricing & Value
47,31.25048798056639,4812.1621061785845,Premium,Credit Card,0,1,Frequent buffering issues.,0,0.1,-1,-0.2299999999999999,Pricing & Value
7,78.3959868043827,3211.3042233960623,Basic,Credit Card,1,5,Customer support is unresponsive.,1,0.0,1,0.3,Content Quality
44,57.81391785761807,3798.705317710154,Basic,Bank Transfer,0,2,Frequent buffering issues.,0,0.1,-1,-0.2299999999999999,Pricing & Value
8,74.84644552523184,935.341897052196,Premium,Credit Card,1,3,Streaming quality is poor.,1,-0.4,0,-0.2799999999999999,Service & Support
47,15.61072262601173,2106.441479725499,Basic,Credit Card,0,4,Customer support is unresponsive.,1,0.0,1,0.3,Content Quality
35,23.2965182715604,2171.1766556413286,Premium,PayPal,1,1,Price is too high for what you get.,0,0.16,-1,-0.188,Pricing & Value
14,21.980523572873043,4126.851575115325,Basic,Bank Transfer,0,1,Affordable and good selection.,1,0.7,-1,0.1899999999999999,Service & Support
17,71.8448954862998,106.05973082110629,Standard,Bank Transfer,1,4,Frequent buffering issues.,1,0.1,1,0.37,Pricing & Value
36,85.99966053702659,1574.1802309309498,Basic,Debit Card,1,5,Great service!,0,1.0,1,1.0,Service & Support
50,77.46546088077287,4908.058234287089,Standard,Credit Card,0,4,Very slow and bad experience.,1,-0.5449999999999999,1,-0.0814999999999999,Pricing & Value
40,12.742493746023474,2426.9440631804714,Standard,PayPal,1,2,Frequent buffering issues.,1,0.1,-1,-0.2299999999999999,Pricing & Value
4,88.0493482967251,1974.3787731956404,Standard,Credit Card,0,4,Price is too high for what you get.,0,0.16,1,0.412,Pricing & Value
2,41.87320037138129,687.1621098864671,Standard,Credit Card,0,1,Love the variety of shows!,0,0.625,-1,0.1375,Content Quality
6,45.74474492536743,4873.406680277276,Basic,Debit Card,1,4,Best streaming service ever!,1,1.0,1,1.0,Content Quality
54,19.43822498792328,198.1291440365399,Premium,Credit Card,0,3,Best streaming service ever!,1,1.0,0,0.7,Content Quality
42,76.36646854844372,3712.1831025354913,Standard,PayPal,1,2,Price is too high for what you get.,1,0.16,-1,-0.188,Pricing & Value
4,26.405549062836226,3866.139043463692,Basic,PayPal,1,4,Love the variety of shows!,0,0.625,1,0.7375,Content Quality
54,60.75685828169527,1293.9179087129464,Standard,Debit Card,0,1,Best streaming service ever!,1,1.0,-1,0.3999999999999999,Content Quality
29,85.6638987290138,3390.636373703883,Basic,Credit Card,1,2,Best streaming service ever!,1,1.0,-1,0.3999999999999999,Content Quality
18,18.02838958408505,555.3528074590106,Basic,PayPal,0,1,Best streaming service ever!,1,1.0,-1,0.3999999999999999,Content Quality
26,58.18020076139712,1359.531605517191,Basic,Credit Card,0,5,Price is too high for what you get.,1,0.16,1,0.412,Pricing & Value
44,30.98947703948211,3960.7197426320986,Premium,Credit Card,1,3,Affordable and good selection.,1,0.7,0,0.4899999999999999,Service & Support
34,40.863417785043424,4336.962340964347,Basic,Credit Card,1,5,Very slow and bad experience.,1,-0.5449999999999999,1,-0.0814999999999999,Pricing & Value
10,52.65729472875005,3081.583422032977,Basic,Debit Card,0,3,Price is too high for what you get.,0,0.16,0,0.1119999999999999,Pricing & Value
36,41.95938729513743,2583.508315920365,Premium,Credit Card,0,4,Love the variety of shows!,0,0.625,1,0.7375,Content Quality
14,68.39405562624184,880.5897010330035,Premium,PayPal,1,2,Frequent buffering issues.,1,0.1,-1,-0.2299999999999999,Pricing & Value
31,53.16238915788252,409.2342620878358,Basic,Credit Card,1,4,Affordable and good selection.,1,0.7,1,0.7899999999999999,Service & Support
48,62.57795362427523,676.4802395204373,Premium,PayPal,1,3,Affordable and good selection.,0,0.7,0,0.4899999999999999,Service & Support
15,76.31402278554216,1214.050770470884,Standard,Credit Card,1,3,Frequent buffering issues.,0,0.1,0,0.0699999999999999,Pricing & Value
8,60.19680393553936,1774.2050592949122,Standard,PayPal,0,3,Great service!,0,1.0,0,0.7,Service & Support
14,62.78818911946832,1966.4566750038373,Premium,PayPal,1,1,Customer support is unresponsive.,1,0.0,-1,-0.3,Content Quality
23,60.80126882703772,1796.9766660861171,Premium,Credit Card,0,2,Very slow and bad experience.,1,-0.5449999999999999,-1,-0.6815,Pricing & Value
57,44.08953633561604,1271.3711277666014,Basic,Credit Card,0,4,Very slow and bad experience.,1,-0.5449999999999999,1,-0.0814999999999999,Pricing & Value
40,40.37021504847263,2597.648809083321,Premium,PayPal,1,4,Great service!,1,1.0,1,1.0,Service & Support
21,90.9682657430511,4143.901930341195,Basic,Bank Transfer,0,5,Customer support is unresponsive.,0,0.0,1,0.3,Content Quality
16,64.67997000642156,1470.5473385102482,Standard,Debit Card,1,3,Very slow and bad experience.,0,-0.5449999999999999,0,-0.3814999999999999,Pricing & Value
45,31.991783991818902,4717.696393600942,Premium,Bank Transfer,0,3,Love the variety of shows!,0,0.625,0,0.4375,Content Quality
18,54.842292806404615,4379.349642446854,Basic,Bank Transfer,1,3,"Good content, but too expensive.",0,0.0999999999999999,0,0.0699999999999999,Service & Support
47,39.73136331528226,892.6446356253371,Basic,Credit Card,0,4,"Good content, but too expensive.",1,0.0999999999999999,1,0.37,Service & Support
53,94.03226413838873,3952.752188109763,Standard,Debit Card,0,5,Very slow and bad experience.,1,-0.5449999999999999,1,-0.0814999999999999,Pricing & Value
24,10.678092682066726,2915.4781733570567,Premium,Bank Transfer,1,1,Streaming quality is poor.,0,-0.4,-1,-0.58,Service & Support
26,30.27995179412754,2876.219274639951,Standard,Credit Card,1,2,Very slow and bad experience.,0,-0.5449999999999999,-1,-0.6815,Pricing & Value
25,42.88211377066519,2016.1095389850548,Basic,Bank Transfer,0,1,Frequent buffering issues.,0,0.1,-1,-0.2299999999999999,Pricing & Value
45,53.90288207278641,2555.649695991848,Basic,Bank Transfer,0,4,Frequent buffering issues.,0,0.1,1,0.37,Pricing & Value
41,86.57357660525317,2046.176009403134,Premium,Credit Card,1,3,Customer support is unresponsive.,0,0.0,0,0.0,Content Quality
29,17.90988620861295,2744.68983192372,Basic,Credit Card,0,2,Best streaming service ever!,1,1.0,-1,0.3999999999999999,Content Quality
15,82.52783980670291,3176.9552585859155,Premium,Credit Card,1,4,Affordable and good selection.,1,0.7,1,0.7899999999999999,Service & Support
45,15.00881404212778,3404.0886514043373,Standard,Debit Card,0,4,Love the variety of shows!,0,0.625,1,0.7375,Content Quality
1,85.80826317683635,2709.1578435411884,Premium,Bank Transfer,1,4,Great service!,0,1.0,1,1.0,Service & Support
25,14.647193008706155,3634.9681299107856,Premium,Credit Card,0,2,Very slow and bad experience.,0,-0.5449999999999999,-1,-0.6815,Pricing & Value
7,11.641823328552494,792.2624414499784,Basic,PayPal,1,2,Best streaming service ever!,1,1.0,-1,0.3999999999999999,Content Quality
9,72.72653161297794,1138.7142054209687,Basic,Bank Transfer,1,5,Best streaming service ever!,1,1.0,1,1.0,Content Quality
24,99.75299812915549,4111.801519963923,Premium,PayPal,0,5,Love the variety of shows!,1,0.625,1,0.7375,Content Quality
1,90.69492366766188,1680.3870914474344,Basic,Debit Card,1,1,Great service!,0,1.0,-1,0.3999999999999999,Service & Support
44,61.8398576025094,212.1797423829892,Basic,Credit Card,0,2,Frequent buffering issues.,1,0.1,-1,-0.2299999999999999,Pricing & Value
8,92.56560517769783,853.5766333733524,Basic,PayPal,1,2,Price is too high for what you get.,0,0.16,-1,-0.188,Pricing & Value
24,10.477000575784489,1195.710729031925,Premium,Debit Card,1,2,Love the variety of shows!,1,0.625,-1,0.1375,Content Quality
11,97.75604466506284,4790.882150683477,Basic,Credit Card,1,5,Best streaming service ever!,1,1.0,1,1.0,Content Quality
51,54.1673901332906,2907.9030017611617,Premium,PayPal,0,4,"Good content, but too expensive.",1,0.0999999999999999,1,0.37,Service & Support
17,75.06064869595981,4670.380628333649,Basic,PayPal,1,3,Very slow and bad experience.,0,-0.5449999999999999,0,-0.3814999999999999,Pricing & Value
8,83.87753258380172,2918.300417433462,Standard,Debit Card,0,5,Customer support is unresponsive.,0,0.0,1,0.3,Content Quality
35,74.66115437528983,2448.8367566754737,Basic,Credit Card,1,2,"Good content, but too expensive.",1,0.0999999999999999,-1,-0.23,Service & Support
35,58.15330588404195,1637.2656868510703,Basic,Credit Card,0,5,Best streaming service ever!,0,1.0,1,1.0,Content Quality
33,52.89575357137708,3071.2176277235403,Premium,PayPal,0,1,Affordable and good selection.,0,0.7,-1,0.1899999999999999,Service & Support
59,85.47243028323624,782.0703206258962,Premium,PayPal,0,2,Streaming quality is poor.,0,-0.4,-1,-0.58,Service & Support
5,28.45698041345132,4501.48197373426,Basic,PayPal,1,1,Great service!,0,1.0,-1,0.3999999999999999,Service & Support
42,97.11946598538108,4163.72878519229,Standard,Credit Card,0,2,Frequent buffering issues.,0,0.1,-1,-0.2299999999999999,Pricing & Value
39,73.98572309530735,1655.9040945960114,Basic,Debit Card,1,5,Very slow and bad experience.,0,-0.5449999999999999,1,-0.0814999999999999,Pricing & Value
58,27.955623460448777,4768.707885246342,Basic,Debit Card,0,4,Customer support is unresponsive.,0,0.0,1,0.3,Content Quality
41,76.26224653286394,4143.483760336284,Standard,Credit Card,0,3,Price is too high for what you get.,1,0.16,0,0.1119999999999999,Pricing & Value
28,57.6856020863005,3364.9037405916947,Premium,Bank Transfer,0,1,Frequent buffering issues.,0,0.1,-1,-0.2299999999999999,Pricing & Value
7,73.650708608,696.6333645138465,Basic,Debit Card,0,5,Very slow and bad experience.,0,-0.5449999999999999,1,-0.0814999999999999,Pricing & Value
9,79.1001551298555,2443.346712935554,Premium,PayPal,1,4,Price is too high for what you get.,1,0.16,1,0.412,Pricing & Value
8,17.85611616307079,2579.9270187490797,Premium,Bank Transfer,0,5,Customer support is unresponsive.,1,0.0,1,0.3,Content Quality
12,55.54935607234123,1239.5016559903625,Standard,Bank Transfer,0,1,Best streaming service ever!,1,1.0,-1,0.3999999999999999,Content Quality
34,93.88129080312407,491.8304323605796,Standard,Debit Card,1,3,Streaming quality is poor.,1,-0.4,0,-0.2799999999999999,Service & Support
33,38.85779729435629,3905.945789311294,Premium,Bank Transfer,0,5,"Good content, but too expensive.",0,0.0999999999999999,1,0.37,Service & Support
48,63.449478780210896,697.9717554095356,Basic,Bank Transfer,0,2,"Good content, but too expensive.",1,0.0999999999999999,-1,-0.23,Service & Support
55,43.23074333589065,3012.0246777526963,Premium,Debit Card,0,4,Best streaming service ever!,1,1.0,1,1.0,Content Quality
23,50.88411749971897,4688.600952029937,Basic,Debit Card,0,5,Frequent buffering issues.,0,0.1,1,0.37,Pricing & Value
24,59.374280614433786,4392.915443730409,Basic,Bank Transfer,1,4,Best streaming service ever!,0,1.0,1,1.0,Content Quality
37,59.40297819000796,1460.9878563713796,Standard,PayPal,1,2,Best streaming service ever!,0,1.0,-1,0.3999999999999999,Content Quality
35,28.155741609721225,4272.0983240012,Basic,Credit Card,0,3,Very slow and bad experience.,1,-0.5449999999999999,0,-0.3814999999999999,Pricing & Value
44,71.611439309185,101.62927999039808,Basic,Bank Transfer,1,3,Very slow and bad experience.,0,-0.5449999999999999,0,-0.3814999999999999,Pricing & Value
40,17.908130011839113,186.6702671049604,Premium,Bank Transfer,1,2,Customer support is unresponsive.,1,0.0,-1,-0.3,Content Quality
22,22.494229609781836,3052.510502830038,Standard,PayPal,0,4,Streaming quality is poor.,0,-0.4,1,0.02,Service & Support
27,10.243980947289671,1887.5112738081943,Basic,Bank Transfer,1,5,Very slow and bad experience.,0,-0.5449999999999999,1,-0.0814999999999999,Pricing & Value
35,20.50264577275132,1993.658121679821,Basic,Bank Transfer,0,2,Customer support is unresponsive.,1,0.0,-1,-0.3,Content Quality
1,52.5849580946703,2865.761344326524,Standard,Credit Card,1,1,Affordable and good selection.,0,0.7,-1,0.1899999999999999,Service & Support
35,64.54916929502548,1039.7340324001168,Premium,Credit Card,1,4,Best streaming service ever!,0,1.0,1,1.0,Content Quality
37,81.48605049698162,1137.601218260844,Standard,Credit Card,1,3,Best streaming service ever!,0,1.0,0,0.7,Content Quality
47,19.602932510209246,2474.547776392437,Standard,Debit Card,0,2,Frequent buffering issues.,0,0.1,-1,-0.2299999999999999,Pricing & Value
14,86.56547140148092,3795.842367284929,Basic,Debit Card,1,3,Affordable and good selection.,0,0.7,0,0.4899999999999999,Service & Support
3,77.13770729938463,3135.5389818971794,Basic,Credit Card,0,4,Frequent buffering issues.,1,0.1,1,0.37,Pricing & Value
1,46.76664636423252,1557.0397363605105,Premium,Credit Card,0,3,Price is too high for what you get.,1,0.16,0,0.1119999999999999,Pricing & Value
5,93.96442603899592,2208.6521697937137,Basic,Debit Card,1,2,Customer support is unresponsive.,0,0.0,-1,-0.3,Content Quality
26,99.18365288116516,936.2573168949922,Basic,PayPal,0,4,Customer support is unresponsive.,1,0.0,1,0.3,Content Quality
55,28.450162904791352,465.6860902517004,Standard,Bank Transfer,1,1,Best streaming service ever!,1,1.0,-1,0.3999999999999999,Content Quality
14,44.13057264674204,3935.210599646331,Basic,Bank Transfer,0,2,Love the variety of shows!,1,0.625,-1,0.1375,Content Quality
39,93.380448123074,1400.3983050221534,Premium,Credit Card,0,5,Price is too high for what you get.,0,0.16,1,0.412,Pricing & Value
27,74.94368956761494,971.0553004711162,Standard,PayPal,1,2,Customer support is unresponsive.,0,0.0,-1,-0.3,Content Quality
9,14.328517956767891,3488.928472289665,Premium,Debit Card,1,4,Very slow and bad experience.,0,-0.5449999999999999,1,-0.0814999999999999,Pricing & Value
15,80.33630335762734,3128.4532040072118,Standard,Credit Card,1,2,Best streaming service ever!,1,1.0,-1,0.3999999999999999,Content Quality
15,84.51467984597427,3202.6291674659738,Basic,PayPal,1,1,Frequent buffering issues.,1,0.1,-1,-0.2299999999999999,Pricing & Value
26,77.54517322887821,1221.5835637484067,Standard,PayPal,0,1,Affordable and good selection.,0,0.7,-1,0.1899999999999999,Service & Support
42,81.9583417827564,1239.9631389571368,Standard,PayPal,0,5,Frequent buffering issues.,0,0.1,1,0.37,Pricing & Value
13,84.26194090235175,1181.9328859496318,Basic,Debit Card,0,3,"Good content, but too expensive.",1,0.0999999999999999,0,0.0699999999999999,Service & Support
51,26.77644881093297,951.3877187452432,Basic,Debit Card,1,4,Love the variety of shows!,1,0.625,1,0.7375,Content Quality
32,31.21225714584998,3313.045995552116,Premium,Bank Transfer,0,4,Customer support is unresponsive.,0,0.0,1,0.3,Content Quality
39,67.03827073481595,4255.277837722067,Premium,Bank Transfer,1,3,Streaming quality is poor.,1,-0.4,0,-0.2799999999999999,Service & Support
49,91.70795174162645,3649.15560141564,Basic,PayPal,0,1,Great service!,1,1.0,-1,0.3999999999999999,Service & Support
52,38.45769240668452,3981.2588054266616,Basic,PayPal,1,1,Love the variety of shows!,1,0.625,-1,0.1375,Content Quality
32,62.9476008215551,2083.512302517479,Basic,Debit Card,0,2,Best streaming service ever!,1,1.0,-1,0.3999999999999999,Content Quality
4,71.46838570754193,3304.971397322791,Standard,Bank Transfer,0,5,Customer support is unresponsive.,1,0.0,1,0.3,Content Quality
30,50.67537411691353,1835.7575781793955,Standard,PayPal,1,5,Affordable and good selection.,1,0.7,1,0.7899999999999999,Service & Support
37,74.24042093697933,2674.972647646336,Standard,Bank Transfer,0,5,Customer support is unresponsive.,1,0.0,1,0.3,Content Quality
23,90.97007007629558,2460.0107480208253,Basic,Bank Transfer,1,2,Great service!,0,1.0,-1,0.3999999999999999,Service & Support
39,66.16913897636539,966.7470112048866,Premium,PayPal,0,5,Affordable and good selection.,0,0.7,1,0.7899999999999999,Service & Support
45,58.58029557231697,1996.685925644591,Basic,Debit Card,0,3,Frequent buffering issues.,1,0.1,0,0.0699999999999999,Pricing & Value
15,49.48702078495052,4822.72914986352,Standard,PayPal,1,2,Affordable and good selection.,1,0.7,-1,0.1899999999999999,Service & Support
43,61.97376438155131,1318.043262803216,Standard,PayPal,1,3,Love the variety of shows!,1,0.625,0,0.4375,Content Quality
29,41.98262066365562,755.6383077694948,Basic,Bank Transfer,0,2,Frequent buffering issues.,0,0.1,-1,-0.2299999999999999,Pricing & Value
36,45.23338991813517,2151.045045957283,Basic,PayPal,0,5,Customer support is unresponsive.,0,0.0,1,0.3,Content Quality
13,57.86717317193566,3972.654905714726,Standard,Debit Card,0,3,Best streaming service ever!,1,1.0,0,0.7,Content Quality
32,15.995720115173526,2952.526325921864,Standard,PayPal,0,3,Price is too high for what you get.,0,0.16,0,0.1119999999999999,Pricing & Value
7,30.61228518323167,3436.7766534673983,Standard,Debit Card,0,3,Best streaming service ever!,1,1.0,0,0.7,Content Quality
59,58.8564379552068,1029.5047560559185,Basic,Debit Card,0,2,Customer support is unresponsive.,1,0.0,-1,-0.3,Content Quality
51,48.83753288227984,3132.8461457378357,Standard,Bank Transfer,1,4,Great service!,1,1.0,1,1.0,Service & Support
22,39.95342073212359,1685.1519350662213,Standard,Credit Card,1,5,Price is too high for what you get.,1,0.16,1,0.412,Pricing & Value
28,75.74942231283713,4188.086493178361,Premium,Credit Card,1,3,Customer support is unresponsive.,1,0.0,0,0.0,Content Quality
2,72.43458466630045,3183.564149452607,Basic,Bank Transfer,0,4,Streaming quality is poor.,1,-0.4,1,0.02,Service & Support
42,25.005768399404484,1074.39576109895,Premium,PayPal,0,5,Love the variety of shows!,1,0.625,1,0.7375,Content Quality
45,89.07662038360944,416.6217312360221,Premium,Bank Transfer,0,5,Streaming quality is poor.,0,-0.4,1,0.02,Service & Support
57,54.58812637635691,308.9027255064604,Standard,Debit Card,1,3,Frequent buffering issues.,1,0.1,0,0.0699999999999999,Pricing & Value
53,76.73148200251408,1919.9019814856897,Basic,Credit Card,1,3,"Good content, but too expensive.",0,0.0999999999999999,0,0.0699999999999999,Service & Support
6,61.58357643316498,1402.670569606136,Standard,Bank Transfer,0,2,Customer support is unresponsive.,1,0.0,-1,-0.3,Content Quality
28,99.7923354331459,3265.8416049662897,Basic,PayPal,0,4,Very slow and bad experience.,1,-0.5449999999999999,1,-0.0814999999999999,Pricing & Value
28,77.71628080349404,2546.7357913952296,Premium,Bank Transfer,1,4,Very slow and bad experience.,0,-0.5449999999999999,1,-0.0814999999999999,Pricing & Value
44,73.62824151191131,1403.4944622263656,Basic,Credit Card,1,3,Affordable and good selection.,0,0.7,0,0.4899999999999999,Service & Support
44,80.0714745145676,831.265111955863,Standard,Bank Transfer,1,5,Best streaming service ever!,1,1.0,1,1.0,Content Quality
20,22.881518699362267,723.278837168503,Standard,Bank Transfer,0,3,Best streaming service ever!,0,1.0,0,0.7,Content Quality
30,28.409013385251694,4336.835921488047,Standard,Credit Card,0,5,Best streaming service ever!,1,1.0,1,1.0,Content Quality
11,74.26576740012527,1293.0420451838495,Basic,Debit Card,0,5,Streaming quality is poor.,1,-0.4,1,0.02,Service & Support
58,54.45833384177764,3293.382174763745,Premium,Debit Card,1,3,Love the variety of shows!,0,0.625,0,0.4375,Content Quality
